what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.xtext.ui.codetemplates,2.0.0.v201106070531,"org.eclipse.xtext.ui.codetemplates",1332339506054
stopped,bundle,org.eclipse.xtext.xtend2.ui,2.0.0.v201106070531,"org.eclipse.xtext.xtend2.ui",1332339506054
stopped,bundle,org.eclipse.xtext.xbase.ui,2.0.0.v201106070531,"org.eclipse.xtext.xbase.ui",1332339506054
stopped,bundle,org.eclipse.xtext.xtend2,2.0.0.v201106070531,"org.eclipse.xtext.xtend2",1332339506055
stopped,bundle,org.eclipse.xtext.xbase,2.0.0.v201106070531,"org.eclipse.xtext.xbase",1332339506055
stopped,bundle,org.eclipse.acceleo.compatibility.ui,3.1.0.v20110607-0602,"org.eclipse.acceleo.compatibility.ui",1332339506055
stopped,bundle,org.eclipse.acceleo.ide.ui,3.1.0.v20110607-0602,"org.eclipse.acceleo.ide.ui",1332339506056
stopped,bundle,org.eclipse.xpand.ui,1.0.1.v201106070515,"org.eclipse.xpand.ui",1332339506056
stopped,bundle,org.eclipse.emf.generic.editor,1.0.0.v201106070515,"org.eclipse.emf.generic.editor",1332339506056
stopped,bundle,org.eclipse.xtend.check.ui,1.0.1.v201106070515,"org.eclipse.xtend.check.ui",1332339506056
stopped,bundle,org.eclipse.xtend.typesystem.emf.ui,1.0.1.v201106070515,"org.eclipse.xtend.typesystem.emf.ui",1332339506056
stopped,bundle,org.eclipse.xtend.typesystem.uml2.ui,1.0.1.v201106070515,"org.eclipse.xtend.typesystem.uml2.ui",1332339506057
stopped,bundle,org.eclipse.xtend.typesystem.xsd.ui,1.0.1.v201106070515,"org.eclipse.xtend.typesystem.xsd.ui",1332339506057
stopped,bundle,org.eclipse.xtend.ui,1.0.1.v201106070515,"org.eclipse.xtend.ui",1332339506057
stopped,bundle,org.eclipse.xtend.shared.ui,1.0.1.v201106070515,"org.eclipse.xtend.shared.ui",1332339506057
